date_time,"los+angeles,ca_maxtempC","los+angeles,ca_mintempC","los+angeles,ca_totalSnow_cm","los+angeles,ca_sunHour","los+angeles,ca_uvIndex","los+angeles,ca_uvIndex","los+angeles,ca_moon_illumination","los+angeles,ca_moonrise","los+angeles,ca_moonset","los+angeles,ca_sunrise","los+angeles,ca_sunset","los+angeles,ca_DewPointC","los+angeles,ca_FeelsLikeC","los+angeles,ca_HeatIndexC","los+angeles,ca_WindChillC","los+angeles,ca_WindGustKmph","los+angeles,ca_cloudcover","los+angeles,ca_humidity","los+angeles,ca_precipMM","los+angeles,ca_pressure","los+angeles,ca_tempC","los+angeles,ca_visibility","los+angeles,ca_winddirDegree","los+angeles,ca_windspeedKmph"
2019-01-12 21:00:00,15,11,0.0,5.5,3,0,39,11:00 AM,11:13 PM,06:59 AM,05:04 PM,9,13,13,13,2,79,81,0.5,1018,12,9,148,3
2019-01-13 00:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,12,12,12,2,52,82,0.3,1019,11,9,167,3
2019-01-13 03:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,10,10,10,3,10,83,0.0,1019,10,10,37,1
2019-01-13 06:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,7,9,9,9,8,8,84,0.0,1018,9,10,35,1
2019-01-13 09:00:00,16,9,0.0,7.1,4,4,47,11:30 AM,No moonset,06:59 AM,05:05 PM,7,12,12,12,8,7,75,0.0,1019,11,10,33,5
2019-01-13 12:00:00,16,9,0.0,7.1,4,3,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,16,16,16,4,32,60,0.0,1018,15,10,85,4
2019-01-13 15:00:00,16,9,0.0,7.1,4,4,47,11:30 AM,No moonset,06:59 AM,05:05 PM,8,16,16,16,7,80,61,0.0,1017,15,10,158,4
2019-01-13 18:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,14,14,14,8,61,72,0.0,1018,13,10,116,1
2019-01-13 21:00:00,16,9,0.0,7.1,4,0,47,11:30 AM,No moonset,06:59 AM,05:05 PM,9,13,13,13,13,10,77,0.0,1017,12,10,67,1
2019-01-14 00:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,12,12,12,17,8,75,0.0,1018,11,10,68,4
2019-01-14 03:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,12,12,12,23,9,72,0.0,1018,11,10,64,8
2019-01-14 06:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,11,11,11,29,30,73,0.0,1018,10,10,70,9
2019-01-14 09:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,7,11,11,11,28,73,74,3.1,1018,11,8,52,11
2019-01-14 12:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,12,12,12,27,100,73,9.7,1017,12,5,34,15
2019-01-14 15:00:00,12,10,0.0,3.9,4,3,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,8,13,13,13,27,100,73,11.9,1015,12,5,65,17
2019-01-14 18:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,9,12,12,12,22,90,83,9.6,1015,11,7,68,7
2019-01-14 21:00:00,12,10,0.0,3.9,4,0,54,12:01 PM,12:09 AM,06:59 AM,05:06 PM,10,10,11,10,22,75,85,0.5,1016,9,10,78,8
2019-01-15 00:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,8,10,8,19,67,88,0.3,1015,8,9,65,15
2019-01-15 03:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,13,13,13,19,39,91,0.0,1015,12,10,75,10
2019-01-15 06:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,12,12,12,12,24,58,96,0.0,1016,12,10,87,9
2019-01-15 09:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,10,12,12,12,27,82,92,0.1,1018,11,10,96,8
2019-01-15 12:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,9,14,14,14,31,100,77,0.6,1018,13,10,123,10
2019-01-15 15:00:00,13,10,0.0,3.9,4,3,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,10,14,14,14,32,100,79,1.6,1017,13,8,125,10
2019-01-15 18:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,14,14,14,36,100,84,2.5,1017,13,8,114,5
2019-01-15 21:00:00,13,10,0.0,3.9,4,0,61,12:35 PM,01:08 AM,06:58 AM,05:07 PM,11,13,13,13,28,100,91,2.7,1017,12,8,105,5
2019-01-16 00:00:00,16,11,0.0,3.9,3,0,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,12,13,13,13,22,90,94,3.3,1017,12,8,94,4
2019-01-16 03:00:00,16,11,0.0,3.9,3,0,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,11,12,12,12,27,74,95,0.7,1016,11,10,79,5
2019-01-16 06:00:00,16,11,0.0,3.9,3,0,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,11,11,11,11,22,73,97,0.5,1017,11,9,69,8
2019-01-16 09:00:00,16,11,0.0,3.9,3,3,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,12,14,14,14,23,70,93,0.0,1020,13,10,79,8
2019-01-16 12:00:00,16,11,0.0,3.9,3,4,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,13,17,17,17,25,100,79,0.3,1022,16,10,94,9
2019-01-16 15:00:00,16,11,0.0,3.9,3,4,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,13,16,16,16,27,100,83,1.9,1021,15,8,97,7
2019-01-16 18:00:00,16,11,0.0,3.9,3,0,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,12,14,14,14,28,100,86,3.3,1020,13,7,99,3
2019-01-16 21:00:00,16,11,0.0,3.9,3,0,69,01:14 PM,02:09 AM,06:58 AM,05:08 PM,9,13,13,13,27,100,80,1.8,1021,12,9,96,2
2019-01-17 00:00:00,16,11,0.0,3.9,3,0,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,11,13,13,13,23,100,86,1.5,1021,13,7,96,4
2019-01-17 03:00:00,16,11,0.0,3.9,3,0,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,14,16,16,16,25,100,93,0.3,1021,15,2,94,6
2019-01-17 06:00:00,16,11,0.0,3.9,3,0,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,14,15,15,15,31,100,96,2.5,1021,14,3,112,9
2019-01-17 09:00:00,16,11,0.0,3.9,3,3,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,13,14,14,14,24,100,97,10.8,1020,13,6,141,6
2019-01-17 12:00:00,16,11,0.0,3.9,3,4,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,15,17,17,17,12,100,89,15.5,1021,16,6,156,5
2019-01-17 15:00:00,16,11,0.0,3.9,3,4,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,14,16,16,16,5,100,88,9.0,1019,16,4,121,9
2019-01-17 18:00:00,16,11,0.0,3.9,3,0,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,12,14,14,14,8,94,86,7.0,1017,14,5,133,7
2019-01-17 21:00:00,16,11,0.0,3.9,3,0,76,01:58 PM,03:13 AM,06:58 AM,05:09 PM,10,13,13,13,6,81,81,0.1,1019,12,10,273,1
2019-01-18 00:00:00,17,10,0.0,8.7,3,0,83,02:49 PM,04:19 AM,06:58 AM,05:10 PM,11,12,12,12,7,75,87,0.1,1020,11,10,271,2
2019-01-18 03:00:00,17,10,0.0,8.7,3,0,83,02:49 PM,04:19 AM,06:58 AM,05:10 PM,11,12,12,12,3,53,94,0.0,1021,11,10,212,2
2019-01-18 06:00:00,17,10,0.0,8.7,3,0,83,02:49 PM,04:19 AM,06:58 AM,05:10 PM,10,12,12,12,3,13,93,0.0,1022,11,10,109,4
